admin_level,state,district,block,panchayat,admin_id,latitude,longitude,grid_id,grid_lat,grid_lng,distance_km,proximity_weight,mapping_rank
District,ARUNACHAL PRADESH,TIRAP,N/A,N/A,IND_DIST_0007,26.9654,92.9566,GRID_082_106,27.0,93.0,5.77,0.5845,1
District,ARUNACHAL PRADESH,TIRAP,N/A,N/A,IND_DIST_0007,26.9654,92.9566,GRID_082_105,27.0,92.75,20.83,0.1619,2
District,ARUNACHAL PRADESH,TIRAP,N/A,N/A,IND_DIST_0007,26.9654,92.9566,GRID_081_106,26.75,93.0,24.34,0.1386,3
District,ARUNACHAL PRADESH,TIRAP,N/A,N/A,IND_DIST_0007,26.9654,92.9566,GRID_082_107,27.0,93.25,29.33,0.115,4
District,ARUNACHAL PRADESH,ANJAW (LOHIT),N/A,N/A,IND_DIST_0008,27.6254,94.2766,GRID_085_111,27.75,94.25,14.1,0.325,1
District,ARUNACHAL PRADESH,ANJAW (LOHIT),N/A,N/A,IND_DIST_0008,27.6254,94.2766,GRID_084_111,27.5,94.25,14.19,0.323,2
District,ARUNACHAL PRADESH,ANJAW (LOHIT),N/A,N/A,IND_DIST_0008,27.6254,94.2766,GRID_085_112,27.75,94.5,26.0,0.1763,3
District,ARUNACHAL PRADESH,ANJAW (LOHIT),N/A,N/A,IND_DIST_0008,27.6254,94.2766,GRID_084_112,27.5,94.5,26.06,0.1758,4
District,ARUNACHAL PRADESH,LOWER DIBANG,N/A,N/A,IND_DIST_0009,27.5204,93.0316,GRID_084_106,27.5,93.0,3.85,0.682,1
District,ARUNACHAL PRADESH,LOWER DIBANG,N/A,N/A,IND_DIST_0009,27.5204,93.0316,GRID_084_107,27.5,93.25,21.66,0.1214,2
District,ARUNACHAL PRADESH,LOWER DIBANG,N/A,N/A,IND_DIST_0009,27.5204,93.0316,GRID_085_106,27.75,93.0,25.72,0.1022,3
District,ARUNACHAL PRADESH,LOWER DIBANG,N/A,N/A,IND_DIST_0009,27.5204,93.0316,GRID_084_105,27.5,92.75,27.86,0.0943,4
District,ARUNACHAL PRADESH,CHANGLANG,N/A,N/A,IND_DIST_0010,26.4854,94.0816,GRID_080_110,26.5,94.0,8.28,0.4842,1
District,ARUNACHAL PRADESH,CHANGLANG,N/A,N/A,IND_DIST_0010,26.4854,94.0816,GRID_080_111,26.5,94.25,16.84,0.2381,2
District,ARUNACHAL PRADESH,CHANGLANG,N/A,N/A,IND_DIST_0010,26.4854,94.0816,GRID_079_110,26.25,94.0,27.41,0.1463,3
District,ARUNACHAL PRADESH,CHANGLANG,N/A,N/A,IND_DIST_0010,26.4854,94.0816,GRID_081_110,26.75,94.0,30.52,0.1314,4
District,ARUNACHAL PRADESH,PAPUM PARE,N/A,N/A,IND_DIST_0011,26.9954,93.1666,GRID_082_107,27.0,93.25,8.28,0.4825,1
District,ARUNACHAL PRADESH,PAPUM PARE,N/A,N/A,IND_DIST_0011,26.9954,93.1666,GRID_082_106,27.0,93.0,16.51,0.2419,2
District,ARUNACHAL PRADESH,PAPUM PARE,N/A,N/A,IND_DIST_0011,26.9954,93.1666,GRID_081_107,26.75,93.25,28.51,0.1401,3
District,ARUNACHAL PRADESH,PAPUM PARE,N/A,N/A,IND_DIST_0011,26.9954,93.1666,GRID_083_107,27.25,93.25,29.49,0.1355,4
District,ARUNACHAL PRADESH,LOW SUBANSIRI,N/A,N/A,IND_DIST_0012,26.5754,93.9166,GRID_080_110,26.5,94.0,11.8,0.3765,1
District,ARUNACHAL PRADESH,LOW SUBANSIRI,N/A,N/A,IND_DIST_0012,26.5754,93.9166,GRID_080_109,26.5,93.75,18.57,0.2391,2
District,ARUNACHAL PRADESH,LOW SUBANSIRI,N/A,N/A,IND_DIST_0012,26.5754,93.9166,GRID_081_110,26.75,94.0,21.11,0.2104,3
District,ARUNACHAL PRADESH,LOW SUBANSIRI,N/A,N/A,IND_DIST_0012,26.5754,93.9166,GRID_081_109,26.75,93.75,25.51,0.174,4
District,ARUNACHAL PRADESH,UPPER SIANG,N/A,N/A,IND_DIST_0013,26.4254,93.7066,GRID_080_109,26.5,93.75,9.35,0.4505,1
District,ARUNACHAL PRADESH,UPPER SIANG,N/A,N/A,IND_DIST_0013,26.4254,93.7066,GRID_079_109,26.25,93.75,19.98,0.2109,2
District,ARUNACHAL PRADESH,UPPER SIANG,N/A,N/A,IND_DIST_0013,26.4254,93.7066,GRID_080_108,26.5,93.5,22.18,0.19,3
District,ARUNACHAL PRADESH,UPPER SIANG,N/A,N/A,IND_DIST_0013,26.4254,93.7066,GRID_079_108,26.25,93.5,28.36,0.1486,4
District,ARUNACHAL PRADESH,WEST SIANG,N/A,N/A,IND_DIST_0014,26.4854,94.2316,GRID_080_111,26.5,94.25,2.45,0.7748,1
District,ARUNACHAL PRADESH,WEST SIANG,N/A,N/A,IND_DIST_0014,26.4854,94.2316,GRID_080_110,26.5,94.0,23.11,0.0821,2
District,ARUNACHAL PRADESH,WEST SIANG,N/A,N/A,IND_DIST_0014,26.4854,94.2316,GRID_079_111,26.25,94.25,26.24,0.0723,3
District,ARUNACHAL PRADESH,WEST SIANG,N/A,N/A,IND_DIST_0014,26.4854,94.2316,GRID_080_112,26.5,94.5,26.76,0.0709,4
District,ARUNACHAL PRADESH,DIBANG VALLEY,N/A,N/A,IND_DIST_0015,26.4404,93.2266,GRID_080_107,26.5,93.25,7.02,0.5321,1
District,ARUNACHAL PRADESH,DIBANG VALLEY,N/A,N/A,IND_DIST_0015,26.4404,93.2266,GRID_079_107,26.25,93.25,21.3,0.1755,2
District,ARUNACHAL PRADESH,DIBANG VALLEY,N/A,N/A,IND_DIST_0015,26.4404,93.2266,GRID_080_106,26.5,93.0,23.51,0.159,3
District,ARUNACHAL PRADESH,DIBANG VALLEY,N/A,N/A,IND_DIST_0015,26.4404,93.2266,GRID_080_108,26.5,93.5,28.01,0.1334,4
District,ARUNACHAL PRADESH,WEST KAMENG,N/A,N/A,IND_DIST_0016,26.5754,93.5266,GRID_080_108,26.5,93.5,8.79,0.4707,1
District,ARUNACHAL PRADESH,WEST KAMENG,N/A,N/A,IND_DIST_0016,26.5754,93.5266,GRID_081_108,26.75,93.5,19.59,0.2112,2
District,ARUNACHAL PRADESH,WEST KAMENG,N/A,N/A,IND_DIST_0016,26.5754,93.5266,GRID_080_109,26.5,93.75,23.75,0.1742,3
District,ARUNACHAL PRADESH,WEST KAMENG,N/A,N/A,IND_DIST_0016,26.5754,93.5266,GRID_080_107,26.5,93.25,28.76,0.1439,4
District,ARUNACHAL PRADESH,EAST KAMENG,N/A,N/A,IND_DIST_0017,26.4104,93.2566,GRID_080_107,26.5,93.25,9.98,0.4339,1
District,ARUNACHAL PRADESH,EAST KAMENG,N/A,N/A,IND_DIST_0017,26.4104,93.2566,GRID_079_107,26.25,93.25,17.85,0.2427,2
District,ARUNACHAL PRADESH,EAST KAMENG,N/A,N/A,IND_DIST_0017,26.4104,93.2566,GRID_080_108,26.5,93.5,26.2,0.1654,3
District,ARUNACHAL PRADESH,EAST KAMENG,N/A,N/A,IND_DIST_0017,26.4104,93.2566,GRID_080_106,26.5,93.0,27.42,0.158,4
District,ARUNACHAL PRADESH,TAWANG(W KAME,N/A,N/A,IND_DIST_0018,27.7154,93.1366,GRID_085_107,27.75,93.25,11.81,0.3676,1
District,ARUNACHAL PRADESH,TAWANG(W KAME,N/A,N/A,IND_DIST_0018,27.7154,93.1366,GRID_085_106,27.75,93.0,13.98,0.3103,2
District,ARUNACHAL PRADESH,TAWANG(W KAME,N/A,N/A,IND_DIST_0018,27.7154,93.1366,GRID_084_107,27.5,93.25,26.43,0.1642,3
District,ARUNACHAL PRADESH,TAWANG(W KAME,N/A,N/A,IND_DIST_0018,27.7154,93.1366,GRID_084_106,27.5,93.0,27.47,0.1579,4
District,ARUNACHAL PRADESH,KURUNG KUMEY,N/A,N/A,IND_DIST_0019,27.5654,93.8266,GRID_084_109,27.5,93.75,10.48,0.4104,1
District,ARUNACHAL PRADESH,KURUNG KUMEY,N/A,N/A,IND_DIST_0019,27.5654,93.8266,GRID_084_110,27.5,94.0,18.58,0.2316,2
District,ARUNACHAL PRADESH,KURUNG KUMEY,N/A,N/A,IND_DIST_0019,27.5654,93.8266,GRID_085_109,27.75,93.75,21.87,0.1968,3
District,ARUNACHAL PRADESH,KURUNG KUMEY,N/A,N/A,IND_DIST_0019,27.5654,93.8266,GRID_085_110,27.75,94.0,26.7,0.1612,4
District,ASSAM,CACHAR,N/A,N/A,IND_DIST_0020,26.0656,92.1876,GRID_078_103,26.0,92.25,9.6,0.4404,1
District,ASSAM,CACHAR,N/A,N/A,IND_DIST_0020,26.0656,92.1876,GRID_078_102,26.0,92.0,20.11,0.2101,2
District,ASSAM,CACHAR,N/A,N/A,IND_DIST_0020,26.0656,92.1876,GRID_079_103,26.25,92.25,21.43,0.1972,3
District,ASSAM,CACHAR,N/A,N/A,IND_DIST_0020,26.0656,92.1876,GRID_079_102,26.25,92.0,27.77,0.1522,4
District,ASSAM,DARRANG,N/A,N/A,IND_DIST_0021,25.6606,93.6576,GRID_077_109,25.75,93.75,13.58,0.3364,1
District,ASSAM,DARRANG,N/A,N/A,IND_DIST_0021,25.6606,93.6576,GRID_077_108,25.75,93.5,18.66,0.2449,2
District,ASSAM,DARRANG,N/A,N/A,IND_DIST_0021,25.6606,93.6576,GRID_076_109,25.5,93.75,20.12,0.2271,3
District,ASSAM,DARRANG,N/A,N/A,IND_DIST_0021,25.6606,93.6576,GRID_076_108,25.5,93.5,23.85,0.1916,4
District,ASSAM,GOALPARA,N/A,N/A,IND_DIST_0022,26.8006,92.5776,GRID_081_104,26.75,92.5,9.54,0.4392,1
District,ASSAM,GOALPARA,N/A,N/A,IND_DIST_0022,26.8006,92.5776,GRID_081_105,26.75,92.75,18.02,0.2326,2
District,ASSAM,GOALPARA,N/A,N/A,IND_DIST_0022,26.8006,92.5776,GRID_082_104,27.0,92.5,23.47,0.1785,3
District,ASSAM,GOALPARA,N/A,N/A,IND_DIST_0022,26.8006,92.5776,GRID_082_105,27.0,92.75,28.0,0.1497,4
District,ASSAM,KAMRUP,N/A,N/A,IND_DIST_0023,26.6506,92.6226,GRID_081_104,26.75,92.5,16.45,0.2812,1
District,ASSAM,KAMRUP,N/A,N/A,IND_DIST_0023,26.6506,92.6226,GRID_081_105,26.75,92.75,16.8,0.2753,2
District,ASSAM,KAMRUP,N/A,N/A,IND_DIST_0023,26.6506,92.6226,GRID_080_104,26.5,92.5,20.71,0.2233,3
District,ASSAM,KAMRUP,N/A,N/A,IND_DIST_0023,26.6506,92.6226,GRID_080_105,26.5,92.75,21.0,0.2203,4
District,ASSAM,LAKHIMPUR,N/A,N/A,IND_DIST_0024,26.8306,93.2676,GRID_081_107,26.75,93.25,9.13,0.4593,1
District,ASSAM,LAKHIMPUR,N/A,N/A,IND_DIST_0024,26.8306,93.2676,GRID_082_107,27.0,93.25,18.92,0.2217,2
District,ASSAM,LAKHIMPUR,N/A,N/A,IND_DIST_0024,26.8306,93.2676,GRID_081_108,26.75,93.5,24.75,0.1695,3
District,ASSAM,LAKHIMPUR,N/A,N/A,IND_DIST_0024,26.8306,93.2676,GRID_081_106,26.75,93.0,28.03,0.1496,4
District,ASSAM,NORTH CACHAR,N/A,N/A,IND_DIST_0025,26.5906,93.4026,GRID_080_108,26.5,93.5,13.98,0.327,1
District,ASSAM,NORTH CACHAR,N/A,N/A,IND_DIST_0025,26.5906,93.4026,GRID_080_107,26.5,93.25,18.22,0.2508,2
District,ASSAM,NORTH CACHAR,N/A,N/A,IND_DIST_0025,26.5906,93.4026,GRID_081_108,26.75,93.5,20.19,0.2263,3
District,ASSAM,NORTH CACHAR,N/A,N/A,IND_DIST_0025,26.5906,93.4026,GRID_081_107,26.75,93.25,23.33,0.1959,4
District,ASSAM,NAGAON,N/A,N/A,IND_DIST_0026,26.4706,93.4326,GRID_080_108,26.5,93.5,7.46,0.515,1
District,ASSAM,NAGAON,N/A,N/A,IND_DIST_0026,26.4706,93.4326,GRID_080_107,26.5,93.25,18.46,0.2081,2
District,ASSAM,NAGAON,N/A,N/A,IND_DIST_0026,26.4706,93.4326,GRID_079_108,26.25,93.5,25.43,0.1511,3
District,ASSAM,NAGAON,N/A,N/A,IND_DIST_0026,26.4706,93.4326,GRID_079_107,26.25,93.25,30.54,0.1258,4
District,ASSAM,SIVASAGAR,N/A,N/A,IND_DIST_0027,26.6056,92.9376,GRID_080_106,26.5,93.0,13.28,0.3432,1
District,ASSAM,SIVASAGAR,N/A,N/A,IND_DIST_0027,26.6056,92.9376,GRID_081_106,26.75,93.0,17.21,0.2648,2
District,ASSAM,SIVASAGAR,N/A,N/A,IND_DIST_0027,26.6056,92.9376,GRID_080_105,26.5,92.75,22.05,0.2067,3
District,ASSAM,SIVASAGAR,N/A,N/A,IND_DIST_0027,26.6056,92.9376,GRID_081_105,26.75,92.75,24.6,0.1853,4
District,ASSAM,BARPETA,N/A,N/A,IND_DIST_0028,26.6506,93.4626,GRID_081_108,26.75,93.5,11.66,0.3844,1
District,ASSAM,BARPETA,N/A,N/A,IND_DIST_0028,26.6506,93.4626,GRID_080_108,26.5,93.5,17.15,0.2613,2
District,ASSAM,BARPETA,N/A,N/A,IND_DIST_0028,26.6506,93.4626,GRID_081_107,26.75,93.25,23.84,0.1881,3
District,ASSAM,BARPETA,N/A,N/A,IND_DIST_0028,26.6506,93.4626,GRID_080_107,26.5,93.25,26.97,0.1662,4
District,ASSAM,DHUBRI,N/A,N/A,IND_DIST_0029,26.5756,92.3676,GRID_080_103,26.5,92.25,14.41,0.3152,1
District,ASSAM,DHUBRI,N/A,N/A,IND_DIST_0029,26.5756,92.3676,GRID_080_104,26.5,92.5,15.63,0.2906,2
District,ASSAM,DHUBRI,N/A,N/A,IND_DIST_0029,26.5756,92.3676,GRID_081_103,26.75,92.25,22.64,0.2005,3
District,ASSAM,DHUBRI,N/A,N/A,IND_DIST_0029,26.5756,92.3676,GRID_081_104,26.75,92.5,23.43,0.1937,4
District,ASSAM,DIBRUGARH,N/A,N/A,IND_DIST_0030,26.5456,93.1326,GRID_080_107,26.5,93.25,12.73,0.3467,1
District,ASSAM,DIBRUGARH,N/A,N/A,IND_DIST_0030,26.5456,93.1326,GRID_080_106,26.5,93.0,14.13,0.3124,2
District,ASSAM,DIBRUGARH,N/A,N/A,IND_DIST_0030,26.5456,93.1326,GRID_081_107,26.75,93.25,25.55,0.1728,3
District,ASSAM,DIBRUGARH,N/A,N/A,IND_DIST_0030,26.5456,93.1326,GRID_081_106,26.75,93.0,26.27,0.1681,4
District,ASSAM,JORHAT,N/A,N/A,IND_DIST_0031,25.5256,92.4876,GRID_076_104,25.5,92.5,3.11,0.7294,1
District,ASSAM,JORHAT,N/A,N/A,IND_DIST_0031,25.5256,92.4876,GRID_076_103,25.5,92.25,24.01,0.0944,2
District,ASSAM,JORHAT,N/A,N/A,IND_DIST_0031,25.5256,92.4876,GRID_077_104,25.75,92.5,24.98,0.0907,3
District,ASSAM,JORHAT,N/A,N/A,IND_DIST_0031,25.5256,92.4876,GRID_076_105,25.5,92.75,26.49,0.0856,4
District,ASSAM,KARIMGANJ,N/A,N/A,IND_DIST_0032,26.6656,92.5026,GRID_081_104,26.75,92.5,9.39,0.451,1
District,ASSAM,KARIMGANJ,N/A,N/A,IND_DIST_0032,26.6656,92.5026,GRID_080_104,26.5,92.5,18.42,0.2299,2
District,ASSAM,KARIMGANJ,N/A,N/A,IND_DIST_0032,26.6656,92.5026,GRID_081_105,26.75,92.75,26.31,0.161,3
District,ASSAM,KARIMGANJ,N/A,N/A,IND_DIST_0032,26.6656,92.5026,GRID_081_103,26.75,92.25,26.79,0.1581,4
District,ASSAM,KOKRAJHAR,N/A,N/A,IND_DIST_0033,26.6206,93.1626,GRID_080_107,26.5,93.25,15.98,0.2898,1
District,ASSAM,KOKRAJHAR,N/A,N/A,IND_DIST_0033,26.6206,93.1626,GRID_081_107,26.75,93.25,16.81,0.2756,2
District,ASSAM,KOKRAJHAR,N/A,N/A,IND_DIST_0033,26.6206,93.1626,GRID_080_106,26.5,93.0,21.01,0.2205,3
District,ASSAM,KOKRAJHAR,N/A,N/A,IND_DIST_0033,26.6206,93.1626,GRID_081_106,26.75,93.0,21.63,0.2141,4
District,ASSAM,SHONITPUR,N/A,N/A,IND_DIST_0034,26.2456,92.2326,GRID_079_103,26.25,92.25,1.8,0.8256,1
District,ASSAM,SHONITPUR,N/A,N/A,IND_DIST_0034,26.2456,92.2326,GRID_079_102,26.25,92.0,23.2,0.0642,2
District,ASSAM,SHONITPUR,N/A,N/A,IND_DIST_0034,26.2456,92.2326,GRID_079_104,26.25,92.5,26.67,0.0558,3
District,ASSAM,SHONITPUR,N/A,N/A,IND_DIST_0034,26.2456,92.2326,GRID_078_103,26.0,92.25,27.36,0.0544,4
District,ASSAM,GOLAGHAT,N/A,N/A,IND_DIST_0035,26.0356,92.2176,GRID_078_103,26.0,92.25,5.11,0.616,1
District,ASSAM,GOLAGHAT,N/A,N/A,IND_DIST_0035,26.0356,92.2176,GRID_078_102,26.0,92.0,22.1,0.1425,2
District,ASSAM,GOLAGHAT,N/A,N/A,IND_DIST_0035,26.0356,92.2176,GRID_079_103,26.25,92.25,24.06,0.1309,3
District,ASSAM,GOLAGHAT,N/A,N/A,IND_DIST_0035,26.0356,92.2176,GRID_078_104,26.0,92.5,28.5,0.1105,4
District,ASSAM,TINSUKIA,N/A,N/A,IND_DIST_0036,25.6606,92.4876,GRID_077_104,25.75,92.5,10.02,0.434,1
District,ASSAM,TINSUKIA,N/A,N/A,IND_DIST_0036,25.6606,92.4876,GRID_076_104,25.5,92.5,17.9,0.2429,2
District,ASSAM,TINSUKIA,N/A,N/A,IND_DIST_0036,25.6606,92.4876,GRID_077_103,25.75,92.25,25.8,0.1685,3
District,ASSAM,TINSUKIA,N/A,N/A,IND_DIST_0036,25.6606,92.4876,GRID_077_105,25.75,92.75,28.11,0.1547,4
District,ASSAM,HAILAKANDI,N/A,N/A,IND_DIST_0037,26.0956,93.1026,GRID_078_106,26.0,93.0,14.77,0.312,1
District,ASSAM,HAILAKANDI,N/A,N/A,IND_DIST_0037,26.0956,93.1026,GRID_078_107,26.0,93.25,18.16,0.2537,2
District,ASSAM,HAILAKANDI,N/A,N/A,IND_DIST_0037,26.0956,93.1026,GRID_079_106,26.25,93.0,19.99,0.2305,3
District,ASSAM,HAILAKANDI,N/A,N/A,IND_DIST_0037,26.0956,93.1026,GRID_079_107,26.25,93.25,22.61,0.2038,4
District,ASSAM,DHEMAJI(LAKHI,N/A,N/A,IND_DIST_0038,26.7256,92.2176,GRID_081_103,26.75,92.25,4.21,0.6627,1
District,ASSAM,DHEMAJI(LAKHI,N/A,N/A,IND_DIST_0038,26.7256,92.2176,GRID_081_102,26.75,92.0,21.78,0.1281,2
District,ASSAM,DHEMAJI(LAKHI,N/A,N/A,IND_DIST_0038,26.7256,92.2176,GRID_080_103,26.5,92.25,25.29,0.1103,3
District,ASSAM,DHEMAJI(LAKHI,N/A,N/A,IND_DIST_0038,26.7256,92.2176,GRID_081_104,26.75,92.5,28.17,0.099,4
District,ASSAM,KARBI ANGLONG,N/A,N/A,IND_DIST_0039,26.5756,92.9676,GRID_080_106,26.5,93.0,9.0,0.4639,1
District,ASSAM,KARBI ANGLONG,N/A,N/A,IND_DIST_0039,26.5756,92.9676,GRID_081_106,26.75,93.0,19.66,0.2125,2
District,ASSAM,KARBI ANGLONG,N/A,N/A,IND_DIST_0039,26.5756,92.9676,GRID_080_105,26.5,92.75,23.22,0.1799,3
District,ASSAM,KARBI ANGLONG,N/A,N/A,IND_DIST_0039,26.5756,92.9676,GRID_081_105,26.75,92.75,29.05,0.1438,4
District,ASSAM,UDALGURI(DARA,N/A,N/A,IND_DIST_0040,25.9156,92.9076,GRID_078_106,26.0,93.0,13.17,0.3448,1
District,ASSAM,UDALGURI(DARA,N/A,N/A,IND_DIST_0040,25.9156,92.9076,GRID_078_105,26.0,92.75,18.34,0.2476,2
District,ASSAM,UDALGURI(DARA,N/A,N/A,IND_DIST_0040,25.9156,92.9076,GRID_077_106,25.75,93.0,20.61,0.2204,3
District,ASSAM,UDALGURI(DARA,N/A,N/A,IND_DIST_0040,25.9156,92.9076,GRID_077_105,25.75,92.75,24.25,0.1873,4
District,ASSAM,KAMRUP METROP,N/A,N/A,IND_DIST_0041,25.4956,92.6826,GRID_076_105,25.5,92.75,6.78,0.5422,1
District,ASSAM,KAMRUP METROP,N/A,N/A,IND_DIST_0041,25.4956,92.6826,GRID_076_104,25.5,92.5,18.33,0.2006,2
District,ASSAM,KAMRUP METROP,N/A,N/A,IND_DIST_0041,25.4956,92.6826,GRID_075_105,25.25,92.75,28.14,0.1307,3
District,ASSAM,KAMRUP METROP,N/A,N/A,IND_DIST_0041,25.4956,92.6826,GRID_077_105,25.75,92.75,29.08,0.1264,4
District,ASSAM,CHIRANG(BONGAI,N/A,N/A,IND_DIST_0042,26.3656,93.6426,GRID_079_109,26.25,93.75,16.73,0.2782,1
District,ASSAM,CHIRANG(BONGAI,N/A,N/A,IND_DIST_0042,26.3656,93.6426,GRID_080_109,26.5,93.75,18.38,0.2532,2
District,ASSAM,CHIRANG(BONGAI,N/A,N/A,IND_DIST_0042,26.3656,93.6426,GRID_079_108,26.25,93.5,19.16,0.2428,3
District,ASSAM,CHIRANG(BONGAI,N/A,N/A,IND_DIST_0042,26.3656,93.6426,GRID_080_108,26.5,93.5,20.61,0.2257,4
District,ASSAM,BAKSA BARPETA,N/A,N/A,IND_DIST_0043,25.9756,92.3826,GRID_078_104,26.0,92.5,12.04,0.3637,1
District,ASSAM,BAKSA BARPETA,N/A,N/A,IND_DIST_0043,25.9756,92.3826,GRID_078_103,26.0,92.25,13.53,0.3238,2
District,ASSAM,BAKSA BARPETA,N/A,N/A,IND_DIST_0043,25.9756,92.3826,GRID_077_104,25.75,92.5,27.7,0.1581,3
District,ASSAM,BAKSA BARPETA,N/A,N/A,IND_DIST_0043,25.9756,92.3826,GRID_077_103,25.75,92.25,28.38,0.1544,4
District,ASSAM,BONGAIGAON,N/A,N/A,IND_DIST_0044,26.1106,93.1026,GRID_078_106,26.0,93.0,16.01,0.2902,1
District,ASSAM,BONGAIGAON,N/A,N/A,IND_DIST_0044,26.1106,93.1026,GRID_079_106,26.25,93.0,18.58,0.2501,2
District,ASSAM,BONGAIGAON,N/A,N/A,IND_DIST_0044,26.1106,93.1026,GRID_078_107,26.0,93.25,19.18,0.2422,3
District,ASSAM,BONGAIGAON,N/A,N/A,IND_DIST_0044,26.1106,93.1026,GRID_079_107,26.25,93.25,21.37,0.2174,4
District,ASSAM,MORIGAON,N/A,N/A,IND_DIST_0045,25.7806,92.2026,GRID_077_103,25.75,92.25,5.84,0.5835,1
District,ASSAM,MORIGAON,N/A,N/A,IND_DIST_0045,25.7806,92.2026,GRID_077_102,25.75,92.0,20.57,0.1657,2
District,ASSAM,MORIGAON,N/A,N/A,IND_DIST_0045,25.7806,92.2026,GRID_078_103,26.0,92.25,24.85,0.1371,3
District,ASSAM,MORIGAON,N/A,N/A,IND_DIST_0045,25.7806,92.2026,GRID_077_104,25.75,92.5,29.98,0.1137,4
District,ASSAM,NALBARI,N/A,N/A,IND_DIST_0046,26.4406,92.7426,GRID_080_105,26.5,92.75,6.65,0.5464,1
District,ASSAM,NALBARI,N/A,N/A,IND_DIST_0046,26.4406,92.7426,GRID_079_105,26.25,92.75,21.21,0.1712,2
District,ASSAM,NALBARI,N/A,N/A,IND_DIST_0046,26.4406,92.7426,GRID_080_104,26.5,92.5,25.03,0.1451,3
