date,state,district,block,latitude,longitude,nearest_grid_distance,spatial_rainfall_today,grid_rainfall_mean,grid_rainfall_std,grid_rainfall_min,grid_rainfall_max,grid_rainfall_range,spatial_rainfall_3d_sum,spatial_rainfall_7d_sum,spatial_rainfall_14d_sum,spatial_rainfall_30d_sum,spatial_rainfall_7d_mean,spatial_rainfall_14d_mean,spatial_rainfall_30d_mean,spatial_rainfall_7d_max,spatial_rainfall_14d_max,spatial_rainfall_30d_max,spatial_consecutive_dry_days,spatial_consecutive_rain_days,year,rainfall_today,rainfall_3d_sum,rainfall_7d_sum,rainfall_14d_sum,rainfall_30d_sum,rainfall_3d_mean,rainfall_7d_mean,rainfall_14d_mean,rainfall_30d_mean,rainfall_7d_max,rainfall_14d_max,rainfall_30d_max,consecutive_dry_days,consecutive_rain_days,rainfall_7d_vs_previous_7d,rainfall_14d_vs_previous_14d,rainfall_trend,month,doy,sin_day_of_year,cos_day_of_year,Nino 3.4 SST Anomaly,SOI,ONI,RONI,IOD_Index,RMM1,RMM2,amplitude,phase,onset_7d,onset_14d,onset_21d,onset_30d,break_7d,break_14d,break_21d,break_30d,heavy_rain_7d,heavy_rain_14d,heavy_rain_21d,heavy_rain_30d
2022-01-11,Uttar Pradesh,Meerut,Daurala,29.11,77.71,12.83,0.0,0.0,0.0,0.0,0.0,0.0,53.830779424571986,85.28891819730998,85.28891819730998,85.28891819730998,12.184131171044283,7.753538017937271,7.753538017937271,41.15506073188782,41.15506073188782,41.15506073188782,1,0,2022,0.0,4.171043872833252,14.27451205253601,14.27451205253601,14.27451205253601,1.390347957611084,2.039216007505144,1.29768291386691,1.29768291386691,6.119450569152832,6.119450569152832,6.119450569152832,1,0,14.27451205253601,14.27451205253601,0.9999992994511506,1,11,0.1880994176117975,0.9821499931752292,-1.06,2.5,-0.87,-1.28,-0.2,0.0823078610419354,1.8942223387096773,2.068191648387097,6,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-12,Uttar Pradesh,Meerut,Daurala,29.11,77.71,12.83,0.5924277499258519,0.5150876119732857,0.796714087992033,0.0,1.889754295349121,1.889754295349121,13.268146442610025,85.88134594723583,85.88134594723583,85.88134594723583,12.268763706747976,7.156778828936319,7.156778828936319,41.15506073188782,41.15506073188782,41.15506073188782,2,0,2022,0.0,1.0582325458526611,14.27451205253601,14.27451205253601,14.27451205253601,0.352744181950887,2.039216007505144,1.1895426710446677,1.1895426710446677,6.119450569152832,6.119450569152832,6.119450569152832,2,0,14.27451205253601,14.27451205253601,0.9999992994511506,1,12,0.2049661139694953,0.9787690698649216,-1.06,2.5,-0.87,-1.28,-0.2,0.0823078610419354,1.8942223387096773,2.068191648387097,6,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-13,Uttar Pradesh,Meerut,Daurala,29.11,77.71,12.83,0.0,0.0,0.0,0.0,0.0,0.0,0.5924277499258519,76.40300766598583,85.88134594723583,85.88134594723583,10.914715380855117,6.6062573805566025,6.6062573805566025,41.15506073188782,41.15506073188782,41.15506073188782,3,0,2022,0.198326900601387,0.198326900601387,13.354277446866035,14.472838953137398,14.472838953137398,0.066108966867129,1.9077539209808625,1.1132953040874922,1.1132953040874922,6.119450569152832,6.119450569152832,6.119450569152832,3,0,12.235715940594671,14.472838953137398,0.8454255261153844,1,13,0.2217721575564818,0.975098513039961,-1.06,2.5,-0.87,-1.28,-0.2,0.0823078610419354,1.8942223387096773,2.068191648387097,6,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-14,Uttar Pradesh,Meerut,Daurala,29.11,77.71,12.83,0.0,0.0,0.0,0.0,0.0,0.0,0.5924277499258519,76.32029699345232,85.88134594723583,85.88134594723583,10.902899570493188,6.134381853373988,6.134381853373988,41.15506073188782,41.15506073188782,41.15506073188782,4,0,2022,0.0,0.198326900601387,7.234826877713203,14.472838953137398,14.472838953137398,0.066108966867129,1.033546696816172,1.0337742109383856,1.0337742109383856,3.112811326980591,6.119450569152832,6.119450569152832,4,0,-0.0031851977109909,14.472838953137398,-0.0002200809060679,1,14,0.2385125751940764,0.9711394088771652,-1.06,2.5,-0.87,-1.28,-0.2,0.0823078610419354,1.8942223387096773,2.068191648387097,6,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-15,Uttar Pradesh,Meerut,Daurala,29.11,77.71,12.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.42320717449785,85.88134594723583,85.88134594723583,7.774743882071121,6.134381853373988,5.725423063149055,41.15506073188782,41.15506073188782,41.15506073188782,5,0,2022,0.0,0.198326900601387,4.369370773434639,14.472838953137398,14.472838953137398,0.066108966867129,0.624195824776377,1.0337742109383856,0.9648559302091598,3.112811326980591,6.119450569152832,6.119450569152832,5,0,-5.73409740626812,14.472838953137398,-0.3961968666179641,1,15,0.2551824131233728,0.966892928939152,-1.06,2.5,-0.87,-1.28,-0.2,0.0823078610419354,1.8942223387096773,2.068191648387097,6,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-16,Uttar Pradesh,Meerut,Daurala,29.11,77.71,12.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.268146442610025,85.88134594723583,85.88134594723583,1.8954494918014322,6.134381853373988,5.367584121702239,12.675718692684173,41.15506073188782,41.15506073188782,6,0,2022,0.0,0.0,1.2565594464540482,14.472838953137398,14.472838953137398,0.0,0.1795084923505783,1.0337742109383856,0.9045524345710874,1.0582325458526611,6.119450569152832,6.119450569152832,6,0,-11.9597200602293,14.472838953137398,-0.826355619336212,1,16,0.2717767384711357,0.9623603298276544,-1.06,2.5,-0.87,-1.28,-0.2,0.0823078610419354,1.8942223387096773,2.068191648387097,6,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-17,Uttar Pradesh,Meerut,Daurala,29.11,77.71,12.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5924277499258519,85.88134594723583,85.88134594723583,0.08463253570369313,6.134381853373988,5.051843879249167,0.5924277499258519,41.15506073188782,41.15506073188782,7,0,2022,0.0,0.0,0.198326900601387,14.472838953137398,14.472838953137398,0.0,0.0283324143716267,1.0337742109383856,0.8513434678316116,0.198326900601387,6.119450569152832,6.119450569152832,7,0,-14.076185151934624,14.472838953137398,-0.9725925557236756,1,17,0.2882906407095177,0.957542952811672,-1.06,2.5,-0.87,-1.28,-0.2,0.0823078610419354,1.8942223387096773,2.068191648387097,6,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-18,Uttar Pradesh,Meerut,Daurala,29.11,77.71,12.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5924277499258519,85.88134594723583,85.88134594723583,0.08463253570369313,6.134381853373988,4.7711858859575464,0.5924277499258519,41.15506073188782,41.15506073188782,8,0,2022,0.0,0.0,0.198326900601387,14.472838953137398,14.472838953137398,0.0,0.0283324143716267,1.0337742109383856,0.8040466085076332,0.198326900601387,6.119450569152832,6.119450569152832,8,0,-14.076185151934624,14.472838953137398,-0.9725925557236756,1,18,0.3047192331091634,0.9524422234305676,-1.06,2.5,-0.87,-1.28,-0.2,0.0823078610419354,1.8942223387096773,2.068191648387097,6,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-19,Uttar Pradesh,Meerut,Daurala,29.11,77.71,12.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.88134594723583,85.88134594723583,0.0,6.134381853373988,4.520070839328201,0.0,41.15506073188782,41.15506073188782,9,0,2022,0.0,0.0,0.198326900601387,14.472838953137398,14.472838953137398,0.0,0.0283324143716267,1.0337742109383856,0.7617283659545999,0.198326900601387,6.119450569152832,6.119450569152832,9,0,-14.076185151934624,14.472838953137398,-0.9725925557236756,1,19,0.321057654185271,0.9470596510722284,-1.06,2.5,-0.87,-1.28,-0.2,0.0823078610419354,1.8942223387096773,2.068191648387097,6,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-20,Uttar Pradesh,Meerut,Daurala,29.11,77.71,12.83,1.7879533599615096,1.78676176071167,0.2196334125645713,1.564664602279663,2.0891242027282715,0.5244596004486084,1.7879533599615096,1.7879533599615096,78.19096102594733,87.66929930719733,0.25542190856592994,5.585068644710524,4.383464965359867,1.7879533599615096,41.15506073188782,41.15506073188782,0,0,2022,0.0,0.0,0.0,13.354277446866035,14.472838953137398,0.0,0.0,0.9538769604904312,0.7236419476568698,0.0,6.119450569152832,6.119450569152832,10,0,-13.354277446866035,12.235715940594671,-0.9999992511768194,1,20,0.3373010691361842,0.9413968285264122,-1.06,2.5,-0.87,-1.28,-0.2,0.0823078610419354,1.8942223387096773,2.068191648387097,6,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-21,Uttar Pradesh,Meerut,Daurala,29.11,77.71,12.83,0.0,0.0,0.0,0.0,0.0,0.0,1.7879533599615096,1.7879533599615096,78.10825035341382,87.66929930719733,0.25542190856592994,5.579160739529558,4.174728538437968,1.7879533599615096,41.15506073188782,41.15506073188782,1,0,2022,0.0,0.0,0.0,7.234826877713203,14.472838953137398,0.0,0.0,0.516773348408086,0.689182807292257,0.0,3.112811326980591,6.119450569152832,11,0,-7.234826877713203,-0.0031851977109909,-0.9999986177988296,1,21,0.3534446712740877,0.9354554315134164,-1.06,2.5,-0.87,-1.28,-0.2,0.0823078610419354,1.8942223387096773,2.068191648387097,6,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-22,Uttar Pradesh,Meerut,Daurala,29.11,77.71,12.83,2.8206243386507035,2.7115569710731506,0.490488194373398,2.3624870777130127,3.5564048290252686,1.1939177513122559,4.608577698612213,4.608577698612213,59.03178487311006,90.48992364584804,0.6583682426588876,4.2165560623650045,4.113178347538547,2.8206243386507035,41.15506073188782,41.15506073188782,0,1,2022,0.9056248068809508,0.9056248068809508,0.9056248068809508,5.27499558031559,15.378463760018349,0.3018749356269836,0.1293749724115644,0.3767853985939707,0.6990210800008341,0.9056248068809508,3.112811326980591,6.119450569152832,12,0,-3.463745966553688,-4.828472599387169,-0.6566336118162858,1,22,0.3694836834473831,0.9292372181882051,-1.06,2.5,-0.87,-1.28,-0.2,0.0823078610419354,1.8942223387096773,2.068191648387097,6,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-23,Uttar Pradesh,Meerut,Daurala,29.11,77.71,12.83,22.976254269027713,22.41432547569275,5.70754179455114,12.976948738098145,27.486488342285156,14.509539604187012,25.796878607678416,27.584831967639925,40.852978410249946,113.46617791487576,3.9406902810914177,2.9180698864464247,4.933312083255467,22.976254269027713,22.976254269027713,41.15506073188782,0,2,2022,2.899375438690185,3.805000245571136,3.805000245571136,5.061559692025185,18.27783919870853,1.268333415190379,0.5435714636530194,0.3615399780017989,0.7946886608134145,2.899375438690185,2.899375438690185,6.119450569152832,0,1,2.548440799117088,-8.154719814658165,0.5034882366891665,1,23,0.3854133594543256,0.9227440286201428,-1.06,2.5,-0.87,-1.28,-0.2,0.0823078610419354,1.8942223387096773,2.068191648387097,6,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-24,Uttar Pradesh,Meerut,Daurala,29.11,77.71,12.83,4.971896352875233,4.711719363927841,2.1268922810734905,1.5363019704818726,7.52330207824707,5.987000107765198,30.76877496055365,32.556728320515155,33.14915607044101,118.43807426775099,4.650961188645022,2.367796862174358,4.934919761156292,22.976254269027713,22.976254269027713,41.15506073188782,0,3,2022,0.198326900601387,4.003327146172523,4.003327146172523,4.20165404677391,18.47616609930992,1.3344423820575075,0.571903878024646,0.3001181461981364,0.7698402541379133,2.899375438690185,2.899375438690185,6.119450569152832,1,0,3.805000245571136,-10.0728580057621,0.90559364176026,1,24,0.4012289854475009,0.9159777842484876,-1.06,2.5,-0.87,-1.28,-0.2,0.0823078610419354,1.8942223387096773,2.068191648387097,6,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-25,Uttar Pradesh,Meerut,Daurala,29.11,77.71,12.83,0.0,0.0,0.0,0.0,0.0,0.0,27.948150621902947,32.556728320515155,33.14915607044101,118.43807426775099,4.650961188645022,2.367796862174358,4.73752297071004,22.976254269027713,22.976254269027713,41.15506073188782,1,0,2022,1.6857787370681765,4.783481076359749,5.6891058832407,5.887432783842087,20.161944836378098,1.5944936921199162,0.8127294118915286,0.4205309131315776,0.8064777934551239,2.899375438690185,2.899375438690185,6.119450569152832,0,0,5.490778982639313,-8.387079268693924,0.9326254511905566,1,25,0.4169258813287287,0.908940487313808,-1.06,2.5,-0.87,-1.28,-0.2,0.0823078610419354,1.8942223387096773,2.068191648387097,6,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-26,Uttar Pradesh,Meerut,Daurala,29.11,77.71,12.83,0.0,0.0,0.0,0.0,0.0,0.0,4.971896352875233,32.556728320515155,32.556728320515155,118.43807426775099,4.650961188645022,2.325480594322511,4.555310548759653,22.976254269027713,22.976254269027713,41.15506073188782,2,0,2022,0.0,1.8841056376695635,5.6891058832407,5.887432783842087,20.161944836378098,0.6280352125565212,0.8127294118915286,0.4205309131315776,0.775459416783773,2.899375438690185,2.899375438690185,6.119450569152832,1,0,5.490778982639313,-8.387079268693924,0.9326254511905566,1,26,0.4324994021339788,0.901634220265486,-1.06,2.5,-0.87,-1.28,-0.2,0.0823078610419354,1.8942223387096773,2.068191648387097,6,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-27,Uttar Pradesh,Meerut,Daurala,29.11,77.71,12.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.76877496055365,32.556728320515155,118.43807426775099,4.395539280079093,2.325480594322511,4.386595343250037,22.976254269027713,22.976254269027713,41.15506073188782,3,0,2022,0.0,1.6857787370681765,5.6891058832407,5.6891058832407,20.161944836378098,0.5619262456893922,0.8127294118915286,0.4063647059457643,0.7467386976436332,2.899375438690185,2.899375438690185,6.119450569152832,2,0,5.6891058832407,-8.783733069896698,0.9999982422576364,1,27,0.4479449394078911,0.8940611451454876,-1.06,2.5,-0.87,-1.28,-0.2,0.0823078610419354,1.8942223387096773,2.068191648387097,6,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-28,Uttar Pradesh,Meerut,Daurala,29.11,77.71,12.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.76877496055365,32.556728320515155,118.43807426775099,4.395539280079093,2.325480594322511,4.22993122384825,22.976254269027713,22.976254269027713,41.15506073188782,4,0,2022,0.0,0.0,5.6891058832407,5.6891058832407,20.161944836378098,0.0,0.8127294118915286,0.4063647059457643,0.7200694584420749,2.899375438690185,2.899375438690185,6.119450569152832,3,0,5.6891058832407,-8.783733069896698,0.9999982422576364,1,28,0.4632579225674917,0.88622350294858,-1.06,2.5,-0.87,-1.28,-0.2,0.0823078610419354,1.8942223387096773,2.068191648387097,6,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-29,Uttar Pradesh,Meerut,Daurala,29.11,77.71,12.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.948150621902947,32.556728320515155,118.43807426775099,3.9925929459861353,2.325480594322511,4.0840715264741725,22.976254269027713,22.976254269027713,41.15506073188782,5,0,2022,0.0,0.0,4.783481076359749,5.6891058832407,20.161944836378098,0.0,0.6833544394799641,0.4063647059457643,0.6952394771164861,2.899375438690185,2.899375438690185,6.119450569152832,4,0,3.877856269478798,-8.783733069896698,0.6816272245222484,1,29,0.4784338202547012,0.8781236129591848,-1.06,2.5,-0.87,-1.28,-0.2,0.0823078610419354,1.8942223387096773,2.068191648387097,6,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-30,Uttar Pradesh,Meerut,Daurala,29.11,77.71,12.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.971896352875233,32.556728320515155,118.43807426775099,0.7102709075536048,2.325480594322511,3.947935808925033,4.971896352875233,22.976254269027713,41.15506073188782,6,0,2022,0.0,0.0,1.8841056376695635,5.6891058832407,20.161944836378098,0.0,0.2691579482385091,0.4063647059457643,0.6720648278792699,1.6857787370681765,2.899375438690185,6.119450569152832,5,0,-1.9208946079015723,-8.783733069896698,-0.3376437828521381,1,30,0.4934681416772373,0.8697638720650646,-1.06,2.5,-0.87,-1.28,-0.2,0.0823078610419354,1.8942223387096773,2.068191648387097,6,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31,Uttar Pradesh,Meerut,Daurala,29.11,77.71,12.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.556728320515155,118.43807426775099,0.0,2.325480594322511,3.947935808925033,0.0,22.976254269027713,41.15506073188782,7,0,2022,0.0,0.0,1.6857787370681765,5.6891058832407,20.161944836378098,0.0,0.2408255338668823,0.4063647059457643,0.6720648278792699,1.6857787370681765,2.899375438690185,6.119450569152832,6,0,-2.3175484091043463,-8.783733069896698,-0.4073653018620176,1,31,0.5083564379375122,0.8611467540480452,-1.06,2.5,-0.87,-1.28,-0.2,0.0823078610419354,1.8942223387096773,2.068191648387097,6,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01,Uttar Pradesh,Meerut,Daurala,29.11,77.71,12.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.556728320515155,118.43807426775099,0.0,2.325480594322511,3.947935808925033,0.0,22.976254269027713,41.15506073188782,8,0,2022,0.0,0.0,0.0,5.6891058832407,20.161944836378098,0.0,0.0,0.4063647059457643,0.6720648278792699,0.0,2.899375438690185,6.119450569152832,7,0,-5.6891058832407,-8.783733069896698,-0.9999982422576364,2,32,0.5230943033491326,0.8522748088519838,-0.94,0.8,-0.82,-1.23,-0.26,-0.4398891612258064,0.924132520967742,1.1541269361290325,7,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-02,Uttar Pradesh,Meerut,Daurala,29.11,77.71,12.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.556728320515155,118.43807426775099,0.0,2.325480594322511,3.947935808925033,0.0,22.976254269027713,41.15506073188782,9,0,2022,0.0,0.0,0.0,5.6891058832407,20.161944836378098,0.0,0.0,0.4063647059457643,0.6720648278792699,0.0,2.899375438690185,6.119450569152832,8,0,-5.6891058832407,-8.783733069896698,-0.9999982422576364,2,33,0.5376773767406141,0.8431506618282,-0.94,0.8,-0.82,-1.23,-0.26,-0.4398891612258064,0.924132520967742,1.1541269361290325,7,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-03,Uttar Pradesh,Meerut,Daurala,29.11,77.71,12.83,4.220703540277481,4.202374875545502,1.0032190934082637,3.3274033069610596,5.903717041015625,2.5763137340545654,4.220703540277481,4.220703540277481,34.989478500831126,122.65877780802847,0.6029576486110687,2.4992484643450803,4.088625926934283,4.220703540277481,22.976254269027713,41.15506073188782,0,1,2022,0.0,0.0,0.0,5.6891058832407,20.161944836378098,0.0,0.0,0.4063647059457643,0.6720648278792699,0.0,2.899375438690185,6.119450569152832,9,0,-5.6891058832407,-7.665171563625336,-0.9999982422576364,2,34,0.5521013427459208,0.8337770129585915,-0.94,0.8,-0.82,-1.23,-0.26,-0.4398891612258064,0.924132520967742,1.1541269361290325,7,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-04,Uttar Pradesh,Meerut,Daurala,29.11,77.71,12.83,7.9662760347843165,8.474809288978577,2.5039497487855016,5.641017913818359,12.430373191833496,6.789355278015137,12.186979575061798,12.186979575061798,42.95575453561545,130.62505384281278,1.7409970821516854,3.068268181115389,4.354168461427093,7.9662760347843165,22.976254269027713,41.15506073188782,0,2,2022,10.510372161865234,10.510372161865234,10.510372161865234,16.199478045105934,30.67231699824333,3.503457387288412,1.5014817374093192,1.157105574650424,1.0224105666081111,10.510372161865234,10.510372161865234,10.510372161865234,0,1,4.821266278624535,8.96465116739273,0.2976184349283247,2,35,0.5663619330814524,0.8241566360566663,-0.94,0.8,-0.82,-1.23,-0.26,-0.4398891612258064,0.924132520967742,1.1541269361290325,7,0,0,0,0,0,0,0,0,0,0,0,0
